APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender
2247003005,1/31/2017,Single Family,"5533 N MATILIJA AVE
VAN NUYS, CA 91401
(34.171284, -118.433419)",VAN NUYS,CA,91401,4,Nationstar Mortgage LLC
5015019019,6/22/2017,Single Family,"4929 S WILTON PL
LOS ANGELES, CA 90062
(33.99813, -118.314929)",LOS ANGELES,CA,90062,8,"champion Mortgage Company Nationstar Mortgage LLC, DBA"
5435007021,6/20/2017,Single Family,"3711 W BOYCE AVE
LOS ANGELES, CA 90039
(34.120948, -118.260929)",LOS ANGELES,CA,90039,13,Deutsche Bank c/o Select Portfolio Servicing
2405020019,2/16/2017,Single Family,"7628 N SECURITY AVE
LOS ANGELES, CA 91504
(34.209295, -118.346381)",LOS ANGELES,CA,91504,2,Edward Zubia
2355001009,1/24/2017,Single Family,"12046 W OTSEGO ST
LOS ANGELES, CA 91607
(34.163049, -118.395926)",LOS ANGELES,CA,91607,2,Nationstar Mortgage LLC
2687002011,1/9/2017,Single Family,"16964 W TUPPER ST
LOS ANGELES, CA 91343
(34.239389, -118.502221)",LOS ANGELES,CA,91343,12,"Bayview Loan Servicing, LLC"
2424018020,1/2/2017,Single Family,"10413 W BLOOMFIELD ST
LOS ANGELES, CA 91602
(34.149482, -118.35769)",LOS ANGELES,CA,91602,4,U.S. Bank NA c/o Select Portfolio Servicing
4227003010,1/10/2017,Multi-Family,"312 S VENICE BLVD
LOS ANGELES, CA 90291
(33.985622, -118.467829)",LOS ANGELES,CA,90291,11,Nationstar Mortgage LLC
2582022010,1/10/2017,Single Family,"13921 N CANDLEWOOD DR
LOS ANGELES, CA 91342
(34.32524, -118.410536)",LOS ANGELES,CA,91342,7,Bank of America
5518019019,1/5/2017,Single Family,"153 N CATALINA ST
LOS ANGELES, CA 90004
(34.074233, -118.295437)",LOS ANGELES,CA,90004,13,NATIONSTAR MORTGAGE LLC
6006020012,5/3/2017,Multi-Family,"320 E GAGE AVE
LOS ANGELES, CA 90003
(33.982441, -118.268871)",LOS ANGELES,CA,90003,9,Nationstar Mortgage LLC
5121013017,6/7/2017,Multi-Family,"3722 S ADAIR ST
LOS ANGELES, CA 90011
(34.012408, -118.26831)",LOS ANGELES,CA,90011,9,SN Servicing Corporation
5071005040,5/8/2017,Single Family,"1601 S WELLINGTON RD
LOS ANGELES, CA 90019
(34.045132, -118.33083)",LOS ANGELES,CA,90019,10,CitiMortgage
5492004115,2/16/2017,Single Family,"241 S AVENUE 57
LOS ANGELES, CA 90402
(34.105945, -118.19229)",LOS ANGELES,CA,90402,1,Nationstar Mortgage LLC
5555024019,6/8/2017,Single Family,"1480 N SWEETZER AVE
HOLLYWOOD, CA 90069
(34.097381, -118.370846)",HOLLYWOOD,CA,90069,4,"THE MANDEL COMPANY, INC., A CALIFORNIA CORPORATION, DBA THE MANAGEMENT GROUP"
2762037045,1/4/2017,Single Family,"18907 W BALLINGER ST
LOS ANGELES, CA 91324
(34.243882, -118.545296)",LOS ANGELES,CA,91324,12,"Ocwen Loan Servicing, LLC"
4323012052,2/17/2017,Single Family,"1885 VETERAN
LOS ANGELES, CA 90025
(34.046841, -118.438369)",LOS ANGELES,CA,90025,5,Shellpoint Mortgage Services
7406020014,2/28/2017,Multi-Family,"24519 1/2 S AVALON BLVD
WILMINGTON, CA 90744
(33.803273, -118.263968)",WILMINGTON,CA,90744,15,Nationstar Mortgage LLC
2344015009,1/1/2017,Single Family,"5431 N FULTON AVE
LOS ANGELES, CA 91401
(34.169609, -118.422519)",LOS ANGELES,CA,91401,4,Deutsche Bank c/o Select Portfolio Servicing
2106008002,1/4/2017,Single Family,"7730 N QUAKERTOWN AVE
LOS ANGELES, CA 91306",LOS ANGELES,CA,91306,3,Ocwen Loan Servicing LLC
6067015022,1/26/2017,Single Family,"2339 E 113TH ST
LOS ANGELES, CA 90059
(33.932438, -118.230771)",LOS ANGELES,CA,90059,15,CENTRAL MORTGAGE COMPANY
2101001008,1/5/2017,Single Family,"8157 N WHITE OAK AVE
LOS ANGELES, CA 91335
(34.219093, -118.518617)",LOS ANGELES,CA,91335,12,Nationstar Mortgage LLC
2168017083,1/6/2017,Single Family,"5265 N ELVIRA ROAD
LOS ANGELES, CA 91364
(34.16474, -118.602536)",LOS ANGELES,CA,91364,3,JP Morgan Chase NA
2631026015,1/31/2017,Single Family,"11826 W SNELLING ST
LOS ANGELES, CA 91352
(34.232634, -118.391078)",LOS ANGELES,CA,91352,6,BSI Financial Services
5206006009,1/19/2017,Multi-Family,"2670 N WORKMAN ST
LOS ANGELES, CA 90031
(34.078541, -118.214456)",LOS ANGELES,CA,90031,1,"SETERUS, INC"
5179003019,1/9/2017,Multi-Family,"139 1/2 S DACOTAH ST
LOS ANGELES, CA 90063
(34.038415, -118.201004)",LOS ANGELES,CA,90063,14,CitiMortgage
2656008009,2/10/2017,Single Family,"9534 N BURNET AVE
LOS ANGELES, CA 91343
(34.243379, -118.463149)",LOS ANGELES,CA,91343,7,Shellpoint Mortgage Services
4362019002,2/8/2017,Single Family,"332 N BEL-AIR ROAD
LOS ANGELES, CA 90077
(34.083218, -118.440036)",LOS ANGELES,CA,90077,5,"Alopama Capital, LLC"
4002026008,1/26/2017,Single Family,"4670 W 62ND PL
LOS ANGELES, CA 90043
(33.982796, -118.35785)",LOS ANGELES,CA,90043,8,"The Bank of New York Mellon, Ditech Financial LLC"
2662006015,4/10/2017,Single Family,"15625 W INDEX ST
LOS ANGELES, CA 91344
(34.275494, -118.472444)",LOS ANGELES,CA,91344,12,Fay Servicing LLC
5036002015,1/6/2017,Multi-Family,"1415 1/2 W 38TH ST
LOS ANGELES, CA 90062
(34.017335, -118.303715)",LOS ANGELES,CA,90062,8,CitiMortgage
5054002002,1/3/2017,Single Family,"1615 W 24TH ST
LOS ANGELES, CA 90007
(34.034535, -118.297968)",LOS ANGELES,CA,90007,8,Nationstar Mortgage LLC
2146027064,3/14/2017,Single Family,"6222 1/2 NITA AVE
LOS ANGELES, CA 91367
(34.183857, -118.613073)",LOS ANGELES,CA,91367,3,US Bank National Association
6074022021,2/7/2017,Multi-Family,"234 W 111TH PL
LOS ANGELES, CA 90061
(33.933913, -118.277422)",LOS ANGELES,CA,90061,8,vanderbilt mortgage
2040009018,4/13/2017,Single Family,"5649 N FAUST AVE
LOS ANGELES, CA 91367
(34.173352, -118.619962)",LOS ANGELES,CA,91367,3,Fay Servicing LLC
2629028027,3/31/2017,Single Family,"9170 N MOREHART AVE
LOS ANGELES, CA 91331
(34.236236, -118.409786)",LOS ANGELES,CA,91331,6,JP Morgan Chase NA
2637022003,4/17/2017,Single Family,"8554 N MINUET PL
LOS ANGELES, CA 91402
(34.226188, -118.43367)",LOS ANGELES,CA,91402,6,BROUGHAM FUND I TRUST
5516024016,1/30/2017,Single Family,"250 S ST ANDREWS PL
LOS ANGELES, CA 90004
(34.069661, -118.31161)",LOS ANGELES,CA,90004,4,bayview
2316014031,4/10/2017,Single Family,"7400 N TROOST AVE
LOS ANGELES, CA 91605
(34.205229, -118.386645)",LOS ANGELES,CA,91605,2,Fay Servicing LLC
5149038066,2/6/2017,Single Family,"416 S SPRING ST
LOS ANGELES, CA 90013
(34.048497, -118.248594)",LOS ANGELES,CA,90013,14,PNC MORTGAGE PRESALE
2731013019,5/1/2017,Single Family,"10424 N RESEDA BLVD
LOS ANGELES, CA 91326
(34.26, -118.536097)",LOS ANGELES,CA,91326,12,CIT Bank
2666001015,1/4/2017,Single Family,"16121 W HARVEST ST
LOS ANGELES, CA 91344
(34.278247, -118.483265)",LOS ANGELES,CA,91344,12,"Ocwen Loan Servicing, LLC"
2327019029,3/17/2017,Single Family,"7054 N ETHEL AVE
LOS ANGELES, CA 91605
(34.199079, -118.418149)",LOS ANGELES,CA,91605,2,Fay Servicing LLC
6051001015,6/27/2017,Single Family,"10332 S AVALON BLVD
LOS ANGELES, CA 90003
(33.94267, -118.264939)",LOS ANGELES,CA,90003,8,"HSBC Bank, C/O Select Portfolio Servicing"
4405037002,1/26/2017,Single Family,"247 S CARMELINA AVE
LOS ANGELES, CA 90049
(34.053974, -118.47976)",LOS ANGELES,CA,90049,11,Nationstar Mortgage LLC
4286008004,3/7/2017,Single Family,"708 S HAMPTON DR
LOS ANGELES, CA 90291
(33.993983, -118.474485)",LOS ANGELES,CA,90291,11,"O.K.,LLC"
7421002015,2/2/2017,Single Family,"1737 N RAVENNA AVE
LOS ANGELES, CA 90744
(33.798303, -118.269375)",LOS ANGELES,CA,90744,15,Nationstar Mortgage LLC
2631033057,1/6/2017,Single Family,"8989 N CAYUGA AVE
LOS ANGELES, CA 91352
(34.232619, -118.394238)",LOS ANGELES,CA,91352,6,Bank of America
2305020003,5/12/2017,Single Family,"7736 N BELLAIRE AVE
LOS ANGELES, CA 91605
(34.211359, -118.410673)",LOS ANGELES,CA,91605,2,"Financial Freedom, a division of CIT bank."
2128002046,4/5/2017,Single Family,"19208 HAMLIN
LOS ANGELES, CA 91351
(34.188633, -118.550856)",LOS ANGELES,CA,91351,3,Fay Servicing LLC
5440018014,1/16/2017,Multi-Family,"2223 N SILVER RIDGE AVE
LOS ANGELES, CA 90039
(34.09618, -118.255042)",LOS ANGELES,CA,90039,13,"Ocwen Loan Servicing, LLC"
5479027001,3/22/2017,Single Family,"5157 E STRATFORD ROAD
LOS ANGELES, CA 90042
(34.122435, -118.202318)",LOS ANGELES,CA,90042,14,CitiMortgage
2032001006,4/10/2017,Single Family,"24586 W KITTRIDGE ST
LOS ANGELES, CA 91307
(34.189956, -118.661783)",LOS ANGELES,CA,91307,0,Bank of America
6066015081,5/5/2017,Single Family,"2270 E 103RD ST
LOS ANGELES, CA 90002
(33.943102, -118.23095)",LOS ANGELES,CA,90002,15,JP Morgan Chase NA
2020023010,1/12/2017,Single Family,"7821 N BOBBYBOYAR AVE
LOS ANGELES, CA 93063",LOS ANGELES,CA,93063,12,"Ocwen Loan Servicing, LLC"
5475001011,4/3/2017,Single Family,"1209 N EL PASO DR
LOS ANGELES, CA 90065
(34.117584, -118.217361)",LOS ANGELES,CA,90065,1,Bank of America
2505018048,4/18/2017,Single Family,"14466 W ORO GRANDE ST
LOS ANGELES, CA 91342
(34.304654, -118.448009)",LOS ANGELES,CA,91342,7,PHH Mortgage
2726018026,1/5/2017,Single Family,"19420 W ROMAR ST
LOS ANGELES, CA 91324
(34.254664, -118.556646)",LOS ANGELES,CA,91324,12,Ocwen Loan Servicing LLC
5520015016,1/11/2017,Multi-Family,"401 N KENMORE AVE
LOS ANGELES, CA 90004
(34.077877, -118.296977)",LOS ANGELES,CA,90004,13,JP Morgan Chase NA
5577030001,1/31/2017,Vacant Residential,"2401 N SAN MARCO DR
LOS ANGELES, CA 90068
(34.114798, -118.331212)",LOS ANGELES,CA,90068,4,Gerald Feldman
6017005015,1/19/2017,Multi-Family,"2147 W 74TH ST
LOS ANGELES, CA 90047
(33.972777, -118.317221)",LOS ANGELES,CA,90047,8,Provident Funding Associates L.P.
2157003055,3/13/2017,Single Family,"18319 W COLLINS ST
LOS ANGELES, CA 91356
(34.174886, -118.531812)",LOS ANGELES,CA,91356,3,"SETERUS, INC"
5019013025,3/10/2017,Multi-Family,"710 1/2 W 42ND PL
LOS ANGELES, CA 90037
(34.006208, -118.286247)",LOS ANGELES,CA,90037,9,Nationstar Mortgage LLC
2045009029,3/13/2017,Single Family,"6115 N DILL PL
LOS ANGELES, CA 91367
(34.181251, -118.647011)",LOS ANGELES,CA,91367,3,"SETERUS, INC"
6003032014,1/16/2017,Multi-Family,"1066 W GAGE AVE
LOS ANGELES, CA 90044
(33.982315, -118.293382)",LOS ANGELES,CA,90044,8,"Wilmington Trust Co, as Trustee, c/o Select Portfolio Servicing"
2507013002,1/18/2017,Single Family,"14415 W BEAVER ST
LOS ANGELES, CA 91342
(34.295383, -118.447512)",LOS ANGELES,CA,91342,7,Bank of America
2785016029,1/5/2017,Single Family,"18606 W COMMUNITY ST
LOS ANGELES, CA 91324
(34.222953, -118.538604)",LOS ANGELES,CA,91324,12,NATIONSTAR MORTGAGE LLC
2032019025,1/4/2017,Single Family,"6043 N MAURY AVE
LOS ANGELES, CA 91367
(34.180719, -118.660917)",LOS ANGELES,CA,91367,3,Capital One
6075020022,3/3/2017,Single Family,"541 W 109TH PL
LOS ANGELES, CA 90044
(33.936487, -118.284115)",LOS ANGELES,CA,90044,8,Shellpoint Mortgage Services
2341023005,1/4/2017,Single Family,"12826 W MARTHA ST
LOS ANGELES, CA 91607
(34.173015, -118.412693)",LOS ANGELES,CA,91607,2,Nationstar Mortgage LLC
5188009032,5/13/2017,Single Family,"3719 E LEE ST
LOS ANGELES, CA 90023
(34.022453, -118.193544)",LOS ANGELES,CA,90023,14,Nationstar Mortgage LLC
2727003022,1/31/2017,Single Family,"22500 W NEEDLES ST
LOS ANGELES, CA 91311
(34.24678, -118.617218)",LOS ANGELES,CA,91311,12,Nationstar Mortgage LLC
4371019037,5/16/2017,Vacant Residential,"993 N BEVERLY GLEN BLVD
LOS ANGELES, CA 90077
(34.093342, -118.439616)",LOS ANGELES,CA,90077,5,Mark Beychok
2654018012,1/6/2017,Single Family,"8627 N LANGDON AVE
LOS ANGELES, CA 91343
(34.227301, -118.469847)",LOS ANGELES,CA,91343,6,Trustee Corps
2368004075,1/4/2017,Single Family,"12021 W GUERIN ST 1-31
LOS ANGELES, CA 91604
(34.14589, -118.393144)",LOS ANGELES,CA,91604,2,Nationstar Mortgage LLC
2761033005,1/4/2017,Single Family,"9801 N BELMAR AVE
LOS ANGELES, CA 91324
(34.248309, -118.559065)",LOS ANGELES,CA,91324,12,Nationstar Mortgage LLC
6075006003,6/27/2017,Single Family,"755 W 111TH ST
LOS ANGELES, CA 90044
(33.934591, -118.289033)",LOS ANGELES,CA,90044,8,"Wells Fargo Bank, N.A. C/O Select Portfolio Servicing"
2532023053,1/31/2017,Single Family,"11377 N DRONFIELD TER
LOS ANGELES, CA 91331
(34.27753, -118.402277)",LOS ANGELES,CA,91331,7,Caliber Home Loans
4103009093,3/9/2017,Single Family,"7120 S LA TIJERA BLVD
LOS ANGELES, CA 90045
(33.97399, -118.375543)",LOS ANGELES,CA,90045,11,NATIONSTAR MORTGAGE LLC
4371019040,1/6/2017,Single Family,"10431 UNKNOWN ST (HH)
LOS ANGELES, CA 90077",LOS ANGELES,CA,90077,5,Bank of America
5556027005,1/5/2017,Single Family,"8248 W HILLSIDE AVE
HOLLYWOOD, CA 90069",HOLLYWOOD,CA,90069,4,PennyMac
6074022008,3/3/2017,Single Family,"144 W 111TH PL
LOS ANGELES, CA 90061
(33.93392, -118.275601)",LOS ANGELES,CA,90061,8,Shellpoint Mortgage Services
5453003039,2/3/2017,Multi-Family,"2637 E LOOSMORE ST
LOS ANGELES, CA 90065
(34.092531, -118.227371)",LOS ANGELES,CA,90065,1,CAM Trust
2146037170,1/28/2017,Single Family,"5500 N OWENSMOUTH AVE
WOODLAND HILLS, CA 91367
(34.171021, -118.601825)",WOODLAND HILLS,CA,91367,3,Nationstar Mortgage LLC
2107011026,1/19/2017,Multi-Family,"20137 W ARMINTA ST
WINNETKA, CA 91306
(34.213163, -118.572333)",WINNETKA,CA,91306,3,Federal National Mortgage Association
2340035025,1/24/2017,Single Family,"11859 W BURBANK BLVD
LOS ANGELES, CA 91607
(34.172163, -118.391934)",LOS ANGELES,CA,91607,2,Bank of America
2116018203,2/16/2017,Single Family,"7241 N CALVIN AVE
LOS ANGELES, CA 91335
(34.202204, -118.555714)",LOS ANGELES,CA,91335,3,Shellpoint Mortgage Services
2167012002,1/12/2017,Single Family,"4923 N ESCOBEDO DR
LOS ANGELES, CA 91364
(34.159272, -118.590567)",LOS ANGELES,CA,91364,3,Ocwen Loan Servicing LLC
4379035177,1/31/2017,Single Family,"3028 GREENTREE
LOS ANGELES, CA 90077
(34.128109, -118.448817)",LOS ANGELES,CA,90077,5,bayview
2212015013,1/25/2017,Single Family,"14227 W LANARK ST
LOS ANGELES, CA 91402
(34.21743, -118.442856)",LOS ANGELES,CA,91402,6,Carrington Mortgage Services
6119024008,1/4/2017,Single Family,"841 W 148TH ST
LOS ANGELES, CA 90247
(33.898269, -118.29073)",LOS ANGELES,CA,90247,15,Ditech Financial LLC
2627010006,1/18/2017,Single Family,"13267 W RELIANCE ST
LOS ANGELES, CA 91331
(34.230552, -118.421546)",LOS ANGELES,CA,91331,6,REVERSE MORTGAGE SOLUTIONS
5007019004,1/30/2017,Single Family,"5415 S CHESLEY AVE
LOS ANGELES, CA 90043
(33.992578, -118.334438)",LOS ANGELES,CA,90043,8,JP Morgan Chase NA
2615028010,1/1/2017,Single Family,"10864 N SHARP AVE
LOS ANGELES, CA 91345
(34.267633, -118.44669)",LOS ANGELES,CA,91345,7,U.S. Bank NA c/o Select Portfolio Servicing
5022026011,1/18/2017,Single Family,"4155 S 2ND AVE
LOS ANGELES, CA 90008
(34.008715, -118.31928)",LOS ANGELES,CA,90008,10,FANNIE MAE
2121018024,6/21/2017,Single Family,"7134 N YARMOUTH AVE
LOS ANGELES, CA 91335
(34.199868, -118.519761)",LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing
2113025015,1/26/2017,Single Family,"7431 N KELVIN AVE
LOS ANGELES, CA 91306
(34.205659, -118.58624)",LOS ANGELES,CA,91306,3,Wells Fargo Bank N.A.
4311023037,2/9/2017,Single Family,"9313 NATIONAL
LOS ANGELES, CA 90034
(34.031328, -118.395182)",LOS ANGELES,CA,90034,5,"Ocwen Loan Servicing, LLC"
5504006005,1/12/2017,Single Family,"414 S LORRAINE BLVD
LOS ANGELES, CA 90020
(34.066686, -118.319973)",LOS ANGELES,CA,90020,4,Bank of America
2103022026,1/12/2017,Single Family,"18618 W ARMINTA ST
LOS ANGELES, CA 91335
(34.213831, -118.539036)",LOS ANGELES,CA,91335,3,Bank of America
2167011019,6/14/2017,Single Family,"21203 W DUMETZ ROAD
LOS ANGELES, CA 91364
(34.158192, -118.59324)",LOS ANGELES,CA,91364,3,Fay Servicing LLC
5501015025,6/28/2017,Single Family,"148 S MADISON AVE
LOS ANGELES, CA 90004
(34.071979, -118.288974)",LOS ANGELES,CA,90004,13,"U.S. Bank, N.A. C/O Select Portfolio Servicing"
5036023017,6/20/2017,Single Family,"3921 S DENKER AVE
LOS ANGELES, CA 90062
(34.013767, -118.304542)",LOS ANGELES,CA,90062,8,Wells Fargo Bank NA c/o Select Portfolio Servicing
7423020026,1/19/2017,Single Family,"1124 N CARY AVE
LOS ANGELES, CA 90744
(33.785784, -118.257413)",LOS ANGELES,CA,90744,15,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing"
5179013018,1/31/2017,Single Family,"3449 E 3RD ST
LOS ANGELES, CA 90063
(34.034221, -118.194837)",LOS ANGELES,CA,90063,14,BSI Financial Services
2325013012,1/10/2017,Single Family,"6609 N TEESDALE AVE
LOS ANGELES, CA 91606
(34.190654, -118.40814)",LOS ANGELES,CA,91606,2,JP Morgan Chase NA
2184042007,1/10/2017,Single Family,"4047 N FALLING LEAF DR
LOS ANGELES, CA 91316
(34.145449, -118.527767)",LOS ANGELES,CA,91316,5,JP Morgan Chase NA
2222022009,1/10/2017,Single Family,"15354 W LEADWELL ST
VAN NUYS, CA 91406
(34.203907, -118.468166)",VAN NUYS,CA,91406,6,"Ocwen Loan Servicing, LLC"
6042027018,1/4/2017,Single Family,"902 E 88TH PL
LOS ANGELES, CA 90002
(33.956517, -118.258422)",LOS ANGELES,CA,90002,9,Bank of America
5454012035,4/5/2017,Single Family,"3647 E ROSEVIEW AVE
LOS ANGELES, CA 90065
(34.098153, -118.222907)",LOS ANGELES,CA,90065,1,Fay Servicing LLC
2032025018,2/27/2017,Single Family,"6425 N VALLEY CIRCLE TER
LOS ANGELES, CA 91307
(34.18639, -118.655992)",LOS ANGELES,CA,91307,12,Shellpoint Mortgage Services
2118027020,6/21/2017,Single Family,"7252 N CAPPS AVE
LOS ANGELES, CA 91335
(34.202684, -118.539679)",LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing
2741009024,1/5/2017,Single Family,"20155 W TUBA ST
LOS ANGELES, CA 91311
(34.256065, -118.573035)",LOS ANGELES,CA,91311,12,Nationstar Mortgage LLC
5082014032,1/19/2017,Multi-Family,"4431 W VICTORIA PARK PL
LOS ANGELES, CA 90019
(34.046465, -118.33172)",LOS ANGELES,CA,90019,10,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing"
2368009075,3/6/2017,Single Family,"4328 N GENTRY AVE
LOS ANGELES, CA 91604
(34.149387, -118.393177)",LOS ANGELES,CA,91604,2,CALIBER HOME LOANS
5478011026,2/6/2017,Single Family,"5241 E BALTIMORE ST
LOS ANGELES, CA 90042
(34.117809, -118.201904)",LOS ANGELES,CA,90042,1,PennyMac Loan Services
4379024011,6/2/2017,Vacant Residential,"2427 N BUSHROD LANE
LOS ANGELES, CA 90077",LOS ANGELES,CA,90077,5,Jahangir Mostaghel
4256023027,1/31/2017,Single Family,"2568 S MILITARY AVE
LOS ANGELES, CA 90064
(34.035067, -118.430578)",LOS ANGELES,CA,90064,5,Shellpoint Mortgage Services
5302003122,4/18/2017,Single Family,"4260 E VIA ARBOLADA
LOS ANGELES, CA 90042
(34.097131, -118.187963)",LOS ANGELES,CA,90042,14,"champion Mortgage Company Nationstar Mortgage LLC, DBA"
5443024002,5/23/2017,Single Family,"2457 N AVON ST
LOS ANGELES, CA 90031
(34.092502, -118.245129)",LOS ANGELES,CA,90031,13,Milestone Financial
5115022029,6/27/2017,Multi-Family,"4166 S WADSWORTH AVE
LOS ANGELES, CA 90011
(34.007716, -118.258943)",LOS ANGELES,CA,90011,9,"U.S. Bank, N.A. C/O Select Portfolio Servicing"
4294006056,1/17/2017,Single Family,"5106 S PACIFIC AVE
LOS ANGELES, CA 90292
(33.968505, -118.457037)",LOS ANGELES,CA,90292,11,JP Morgan Chase NA
5058021019,2/28/2017,Multi-Family,"1871 W 25TH ST
LOS ANGELES, CA 90018
(34.03365, -118.305059)",LOS ANGELES,CA,90018,8,Nationstar Mortgage LLC
6001003027,1/16/2017,Single Family,"5845 S CIMARRON ST
LOS ANGELES, CA 90047
(33.987772, -118.315697)",LOS ANGELES,CA,90047,8,CALIBER HOME LOANS
2354011001,3/31/2017,Single Family,"11594 W HUSTON ST
LOS ANGELES, CA 91601
(34.159501, -118.385363)",LOS ANGELES,CA,91601,2,Bank of America
2679002021,3/9/2017,Single Family,"16532 W KINGSBURY ST
LOS ANGELES, CA 91344
(34.263802, -118.491458)",LOS ANGELES,CA,91344,12,"Trinity Financial Services, LLC"
2017027016,2/20/2017,Single Family,"7753 N GRAYSTONE DR
LOS ANGELES, CA 91304
(34.212524, -118.65436)",LOS ANGELES,CA,91304,12,Shellpoint Mortgage Services
2511024030,1/23/2017,Single Family,"13252 W BEAVER ST
LOS ANGELES, CA 91342
(34.319312, -118.420197)",LOS ANGELES,CA,91342,7,"Ocwen Loan Servicing, LLC"
2274003005,1/16/2017,Single Family,"3952 N BEVERLY GLEN BLVD
LOS ANGELES, CA 91423",LOS ANGELES,CA,91423,4,JP Morgan Chase NA
2108028003,2/21/2017,Single Family,"20725 W ARMINTA ST
LOS ANGELES, CA 91306
(34.212685, -118.585735)",LOS ANGELES,CA,91306,3,Shellpoint Mortgage Services
5059019019,5/25/2017,Single Family,"2508 S 7TH AVE
LOS ANGELES, CA 90018
(34.034125, -118.32481)",LOS ANGELES,CA,90018,10,GREGORY FUNDING
2763026014,2/15/2017,Single Family,"9719 N RHEA AVE
LOS ANGELES, CA 91324
(34.246955, -118.541758)",LOS ANGELES,CA,91324,12,Nationstar Mortgage LLC
4245006013,4/7/2017,Single Family,"3560 S GREENWOOD AVE
LOS ANGELES, CA 90066
(34.004461, -118.445985)",LOS ANGELES,CA,90066,11,"SAMY S, ANTOUN AND SAMIA Z. ANTOUN"
5116007035,4/11/2017,Multi-Family,"1415 E VERNON AVE
LOS ANGELES, CA 90011
(34.003882, -118.249436)",LOS ANGELES,CA,90011,9,Specialized Loan Servicing as Servicing Agent for Beneficiary
6016009016,1/16/2017,Single Family,"1903 W 65TH PL
LOS ANGELES, CA 90047
(33.979815, -118.311352)",LOS ANGELES,CA,90047,8,Statebridge Company LLC
5016005017,3/28/2017,Multi-Family,"1753 1/4 W 45TH ST
LOS ANGELES, CA 90062
(34.002793, -118.310804)",LOS ANGELES,CA,90062,8,RoundPoint Mortgage Servicing Corporation
5064003019,3/30/2017,Single Family,"1811 S COCHRAN PL
LOS ANGELES, CA 90019
(34.043265, -118.355089)",LOS ANGELES,CA,90019,10,Dakota REO
5542022012,1/19/2017,Multi-Family,"1258 N VIRGIL AVE 1-4
LOS ANGELES, CA 90029
(34.095143, -118.286584)",LOS ANGELES,CA,90029,13,"SETERUS, INC"
