APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Property on Map,Zip Codes
2328030001,1/3/2018,Single Family,13342 W BARBARA ANN ST,LOS ANGELES,CA,91605,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"13342 W BARBARA ANN ST
LOS ANGELES, CA 91605
(34.200263, -118.424104)",8888
5027004020,10/18/2018,Single Family,4530 W DON VALDES DR,LOS ANGELES,CA,90008,8,CitiMortgage,Erin Theobald,877-290-3997,Law Offices of Les Zieve,Reyna Ailima,18377   BEACH BLVD 210 HUNTINGTON BEACH CA 92648,714-848-7920,"4530 W DON VALDES DR
LOS ANGELES, CA 90008
(34.004239, -118.353345)",22725
2163025006,5/25/2018,Single Family,19061 W WELLS DR,LOS ANGELES,CA,91356,3,Shellpoint Mortgage,Eric Moore,877-338-3791,"A2Z Homes, INC.",Travis Azevedo,13196   Wheeler AVE  Sylmar CA 91342,949-734-9606,"19061 W WELLS DR
LOS ANGELES, CA 91356
(34.163464, -118.548673)",19339
2177040008,5/10/2018,Single Family,3849 N WINFORD DR,LOS ANGELES,CA,91356,3,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"3849 N WINFORD DR
LOS ANGELES, CA 91356
(34.140579, -118.549096)",19339
2582008004,1/1/2018,Single Family,13760 W ALMETZ ST,LOS ANGELES,CA,91342,7,"Wilmington Trust, NA, successor trustee to Citibank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"13760 W ALMETZ ST
LOS ANGELES, CA 91342
(34.32731, -118.4337)",18912
5518004018,12/17/2018,Multi-Family,216 N NORMANDIE AVE,LOS ANGELES,CA,90004,13,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"216 N NORMANDIE AVE
LOS ANGELES, CA 90004
(34.075873, -118.300407)",22721
5049003019,1/1/2018,Multi-Family,2637 S WEST VIEW ST,LOS ANGELES,CA,90016,10,"Wells Fargo Bank, NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"2637 S WEST VIEW ST
LOS ANGELES, CA 90016
(34.031455, -118.349245)",23077
6048019008,10/3/2018,Multi-Family,9571 S GRANDEE AVE,LOS ANGELES,CA,90002,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"9571 S GRANDEE AVE
LOS ANGELES, CA 90002
(33.949445, -118.243467)",22351
5032013045,1/1/2018,Single Family,4007 S ABOURNE RD,LOS ANGELES,CA,90008,10,"Wells Fargo Bank, NA C/O Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"4007 S ABOURNE RD
LOS ANGELES, CA 90008
(34.012181, -118.343625)",22725
2695018002,12/7/2018,Single Family,17145 W DEVONSHIRE ST,LOS ANGELES,CA,91325,12,Bayview Loan Servicing,Miles Preservation LLC,951-808-3346,Miles Preservation LLC,Miles Preservation,27226   Via Industria   Temecula CA 92590,951-808-3346,"17145 W DEVONSHIRE ST
LOS ANGELES, CA 91325
(34.257544, -118.507223)",18514
6042013021,10/15/2018,Single Family,629 E 92ND ST,LOS ANGELES,CA,90002,9,Celink,Daniel Stack,866-727-4303,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,"629 E 92ND ST
LOS ANGELES, CA 90002
(33.952897, -118.264114)",22351
2171009050,11/5/2018,Single Family,4549 N DON PIO DR,LOS ANGELES,CA,91364,3,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"4549 N DON PIO DR
LOS ANGELES, CA 91364
(34.151092, -118.602597)",19346
2316011037,1/8/2018,Single Family,7503 N CAMELLIA AVE,LOS ANGELES,CA,91605,2,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"7503 N CAMELLIA AVE
LOS ANGELES, CA 91605
(34.206791, -118.382338)",8888
4360004175,1/8/2018,Single Family,10751 S WILSHIRE BLVD,LOS ANGELES,CA,90024,5,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"10751 S WILSHIRE BLVD
LOS ANGELES, CA 90024
(34.060287, -118.43824)",23442
2504013038,5/25/2018,Single Family,14389 W CYRENE PL,LOS ANGELES,CA,91342,7,Shellpoint Mortgage,Eric Moore,877-338-3791,Safeguard Properties Bron Inc,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,"14389 W CYRENE PL
LOS ANGELES, CA 91342
(34.313239, -118.447056)",18912
2146026027,6/15/2018,Single Family,21730  MARYLEE,WOODLAND HILLS,CA,91367,3,NATIONSTAR MORTGAGE,CODE COMPLIANCE,888-480-2432,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"21730 MARYLEE
WOODLAND HILLS, CA 91367
(34.175321, -118.60212)",19347
2502016014,10/12/2018,Single Family,13751 N SPROULE AVE,LOS ANGELES,CA,91342,7,U.S. Bank NA As Trustee for LSF9 Master Participation Trust,U.S. Bank NA as Trustee LSF9,214-874-4174,WRI Property Management,Tannis Stoops,14726   Ramona AVE  Chino CA 91710,404-655-9334,"13751 N SPROULE AVE
LOS ANGELES, CA 91342
(34.321673, -118.457458)",18912
5588035051,1/1/2018,Single Family,5280 W LOS BONITOS WAY,LOS ANGELES,CA,90027,4,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   Whilshire BLVD 1109 Los Angeles CA 90010,213-804-7437,"5280 W LOS BONITOS WAY
LOS ANGELES, CA 90027
(34.109545, -118.305839)",23445
2220004092,1/9/2018,Single Family,15048 W SHERMAN WAY,LOS ANGELES,CA,91405,6,Nationstar Mortgage,Code Violations,888-456-0714,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"15048 W SHERMAN WAY
LOS ANGELES, CA 91405
(34.201014, -118.46072)",19733
5031013022,1/15/2018,Single Family,4107 W DON FELIPE DR,LOS ANGELES,CA,90008,8,SELENE FINANCE LP,CUSTOMER SERVICE,877-735-3637,NULL,NULL,,NULL,"4107 W DON FELIPE DR
LOS ANGELES, CA 90008
(34.0073, -118.346413)",22725
5446024005,10/23/2018,Single Family,3446 N ARROYO SECO AVE,LOS ANGELES,CA,90065,1,"Bayview Loan Servicing, LLC","Bayview Loan Servicing, LLC",877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,"3446 N ARROYO SECO AVE
LOS ANGELES, CA 90065
(34.087486, -118.21571)",24030
5563009041,12/20/2018,Single Family,8606 W WONDERLAND AVE,LOS ANGELES,CA,90046,4,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"8606 W WONDERLAND AVE
LOS ANGELES, CA 90046
(34.113142, -118.382225)",23677
5074004004,12/27/2018,Multi-Family,2882 W 14TH ST,LOS ANGELES,CA,90006,10,SMN LO INC,Santi Lovatanapongsa,909-450-4575,NULL,NULL,,NULL,"2882 W 14TH ST
LOS ANGELES, CA 90006
(34.046332, -118.30627)",22723
2872011016,12/19/2018,Single Family,18945 W BRASILIA DR,LOS ANGELES,CA,91326,12,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"18945 W BRASILIA DR
LOS ANGELES, CA 91326
(34.287355, -118.543207)",18905
6004014019,1/2/2018,Multi-Family,912 W 62ND ST,LOS ANGELES,CA,90044,9,OCWEN FINANCIAL CORPORATION,PROPERTY REGISTRATION,319-236-5249,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-380-8752,"912 W 62ND ST
LOS ANGELES, CA 90044
(33.98371, -118.289614)",23675
2132014012,9/20/2018,Single Family,19521 W VICTORY BLVD,LOS ANGELES,CA,91335,3,Celink,Daniel Stack,866-727-4303,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431,"19521 W VICTORY BLVD
LOS ANGELES, CA 91335
(34.186576, -118.559055)",18909
7458019023,10/25/2018,Single Family,1327 S MEYLER ST,SAN PEDRO,CA,90731,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"1327 S MEYLER ST
SAN PEDRO, CA 90731
(33.731928, -118.296763)",3342
5689027008,11/8/2018,Single Family,1530 W LINDA ROSA AVE,LOS ANGELES,CA,90041,14,"CIT BANK, N.A.",Sarah Richardson,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,"1530 W LINDA ROSA AVE
LOS ANGELES, CA 90041
(34.134692, -118.19916)",23672
2124022024,1/1/2018,Single Family,6215 N LINDLEY AVE,LOS ANGELES,CA,91335,3,Deutsche Bank C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"6215 N LINDLEY AVE
LOS ANGELES, CA 91335
(34.182317, -118.527298)",4286
5208031027,10/11/2018,Non-Residential,03521 1/2  MANITOU AVE,LOS ANGELES,CA,90031,1,Bank of America,VPR Department,800-669-2443,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"03521 1/2 MANITOU AVE
LOS ANGELES, CA 90031
(34.072033, -118.203082)",23448
2761017028,12/17/2018,Single Family,9717 N OAKDALE AVE,LOS ANGELES,CA,91311,12,EverHome Mortgage,Eric Gruber,904-623-8587,ServiceLink,Lori Fryer,20955   Pathfinder Rd  300 Diamond Bar CA 91765,440-829-8258,"9717 N OAKDALE AVE
LOS ANGELES, CA 91311
(34.246646, -118.566881)",4284
2078001022,5/24/2018,Single Family,23021 W BRETTON PL,LOS ANGELES,CA,91364,3,Shellpoint Mortgage,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"23021 W BRETTON PL
LOS ANGELES, CA 91364
(34.149885, -118.629675)",19346
2694007022,3/15/2018,Single Family,17169 W STARE ST,LOS ANGELES,CA,91325,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"17169 W STARE ST
LOS ANGELES, CA 91325
(34.253069, -118.507598)",18514
2649004044,10/29/2018,Single Family,15060 W CHATSWORTH ST,LOS ANGELES,CA,91345,7,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,"15060 W CHATSWORTH ST
LOS ANGELES, CA 91345
(34.264529, -118.461046)",19330
5149009048,10/23/2018,Single Family,253 S BROADWAY,LOS ANGELES,CA,90012,14,U.S. Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,214-874-4174,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,"253 S BROADWAY
LOS ANGELES, CA 90012
(34.051149, -118.247828)",22728
5036004004,12/18/2018,Single Family,1426 W 38TH ST,LOS ANGELES,CA,90062,8,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"1426 W 38TH ST
LOS ANGELES, CA 90062
(34.017336, -118.303964)",24027
6029021014,11/6/2018,Single Family,915 E 84TH PL,LOS ANGELES,CA,90001,9,Bank of America,VPR Department,800-669-2443,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"915 E 84TH PL
LOS ANGELES, CA 90001
(33.961985, -118.257987)",22350
2604016013,10/29/2018,Single Family,15445 W BLEDSOE ST,LOS ANGELES,CA,91342,7,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"15445 W BLEDSOE ST
LOS ANGELES, CA 91342
(34.302088, -118.46887)",18912
5021030025,1/1/2018,Single Family,1724 W 41ST DR,LOS ANGELES,CA,90062,8,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"1724 W 41ST DR
LOS ANGELES, CA 90062
(34.009039, -118.309933)",24027
2355016028,12/19/2018,Single Family,11826 W KLING ST,LOS ANGELES,CA,91607,2,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"11826 W KLING ST
LOS ANGELES, CA 91607
(34.155809, -118.390967)",8890
2401044038,1/5/2018,Single Family,7775 N VIA CATALINA,LOS ANGELES,CA,91504,2,"Fay Servicing, LLC",N/A N/A,800-495-7166,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,"7775 N VIA CATALINA
LOS ANGELES, CA 91504
(34.211822, -118.343747)",20148
2726003003,1/12/2018,Single Family,19919 W LASSEN ST,LOS ANGELES,CA,91311,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"19919 W LASSEN ST
LOS ANGELES, CA 91311
(34.250005, -118.567492)",4284
2530026003,1/1/2018,Single Family,11622 W GLAMIS ST,LOS ANGELES,CA,91342,7,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,"11622 W GLAMIS ST
LOS ANGELES, CA 91342
(34.280376, -118.385083)",18912
2184052005,11/27/2018,Single Family,4032 N HILTON HEAD WAY,LOS ANGELES,CA,91356,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"4032 N HILTON HEAD WAY
LOS ANGELES, CA 91356
(34.144609, -118.53263)",19339
5016036028,6/1/2018,Multi-Family,1634 1/2 W 50TH ST,LOS ANGELES,CA,90062,8,Shellpoint Mortgage,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,"1634 1/2 W 50TH ST
LOS ANGELES, CA 90062
(33.998246, -118.30798)",24027
2504013038,1/12/2018,Single Family,14389 W CYRENE PL,LOS ANGELES,CA,91342,7,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Safeguard Properties Bron Inc,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,"14389 W CYRENE PL
LOS ANGELES, CA 91342
(34.313239, -118.447056)",18912
2779029014,1/10/2018,Single Family,21806 W BRYANT ST,LOS ANGELES,CA,91304,3,Bank of America,VPR Department,800-669-2443,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 11009 LOS ANGELES CA 90010,213-383-2097,"21806 W BRYANT ST
LOS ANGELES, CA 91304
(34.227337, -118.603242)",4279
6036021017,1/2/2018,Single Family,8947 S GRAMERCY PL,LOS ANGELES,CA,90047,8,US Bank National Association,Jessica Vanella,612-973-2749,Advantage Conveyance,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"8947 S GRAMERCY PL
LOS ANGELES, CA 90047
(33.954905, -118.313375)",23678
4005002005,11/16/2018,Single Family,3432 W 59TH ST,LOS ANGELES,CA,90043,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"3432 W 59TH ST
LOS ANGELES, CA 90043
(33.987217, -118.332149)",23674
2766020025,1/1/2018,Single Family,17552 W GLEDHILL ST,LOS ANGELES,CA,91325,12,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"17552 W GLEDHILL ST
LOS ANGELES, CA 91325
(34.242079, -118.517604)",18514
2642019019,10/26/2018,Single Family,13701 W SUNBURST ST,LOS ANGELES,CA,91331,6,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"13701 W SUNBURST ST
LOS ANGELES, CA 91331
(34.239308, -118.431508)",18907
7469002115,1/2/2018,Single Family,765 W 26TH ST,LOS ANGELES,CA,90731,15,US Bank National Association,Jessica Vanella,612-973-2749,Advantage Conveyance,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"765 W 26TH ST
LOS ANGELES, CA 90731
(33.72061, -118.293299)",3342
2763033025,11/21/2018,Single Family,9722 N GLADBECK AVE,LOS ANGELES,CA,91324,12,bayview,Willie Walton,714-848-7920,"Sables Servco, LLC",Jesse Talavera,30   Corporate Park  450 Irvine CA 92606,714-580-8567,"9722 N GLADBECK AVE
LOS ANGELES, CA 91324
(34.246858, -118.539686)",18513
2161018035,1/12/2018,Single Family,5230 N RESEDA BLVD,,CA,,3,Nationstar Mortgage,Code Violations,888-456-0714,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"5230 N RESEDA BLVD, CA
(34.166756, -118.53722)",19339
2715001029,11/29/2018,Single Family,18301 W LUDLOW ST,LOS ANGELES,CA,91326,12,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"18301 W LUDLOW ST
LOS ANGELES, CA 91326
(34.27087, -118.531941)",18905
2570017002,1/4/2018,Single Family,9975 N FRANCE AVE,LOS ANGELES,CA,91042,7,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"9975 N FRANCE AVE
LOS ANGELES, CA 91042
(34.24926, -118.278466)",3222
2116013034,10/30/2018,Single Family,19400 W HATTON ST,LOS ANGELES,CA,91335,3,Matadors Community Credit Union,Alex Guzman,818-993-6328,NULL,NULL,,NULL,"19400 W HATTON ST
LOS ANGELES, CA 91335
(34.209929, -118.555626)",18909
7423025024,11/28/2018,Single Family,1029 N EUBANK AVE,LOS ANGELES,CA,90744,15,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"1029 N EUBANK AVE
LOS ANGELES, CA 90744
(33.78386, -118.255247)",3350
5155021010,12/20/2018,Multi-Family,354 1/2 S BENTON WAY,LOS ANGELES,CA,90057,1,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"354 1/2 S BENTON WAY
LOS ANGELES, CA 90057
(34.065729, -118.280288)",24352
2634039040,1/12/2018,Single Family,12364 W WICKS ST,LOS ANGELES,CA,91352,6,RUSHMORE LOAN MANAGEMENT SERVICES LLC,CUSTOMER SERVICE,888-504-6700,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244,"12364 W WICKS ST
LOS ANGELES, CA 91352
(34.227447, -118.402737)",19335
2628025016,1/4/2018,Single Family,12964 W WENTWORTH ST,LOS ANGELES,CA,91331,6,"Trustee Corps, Bayview Loan Servicing",Madeline DeFranco,305-631-3760,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,"12964 W WENTWORTH ST
LOS ANGELES, CA 91331
(34.234248, -118.415085)",18907
4419006002,1/2/2018,Single Family,661 N LACHMAN LANE,LOS ANGELES,CA,90272,11,US Bank National Association,Jessica Vanella,612-973-2749,Advantage Conveyance,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"661 N LACHMAN LANE
LOS ANGELES, CA 90272
(34.048703, -118.546235)",25066
6063023018,1/1/2018,Single Family,223 E 106TH ST,LOS ANGELES,CA,90003,8,Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,"223 E 106TH ST
LOS ANGELES, CA 90003
(33.940161, -118.270903)",22352
5524018001,1/8/2018,Single Family,634 N HIGHLAND AVE,LOS ANGELES,CA,90036,4,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"634 N HIGHLAND AVE
LOS ANGELES, CA 90036
(34.083009, -118.338513)",22721
2013015018,7/25/2018,Single Family,7643 N SAUSALITO AVE,,CA,,12,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"7643 N SAUSALITO AVE, CA
(34.20964, -118.615702)",4279
2673003044,1/11/2018,Single Family,8545 N GLORIA AVE,LOS ANGELES,CA,91343,12,Nationstar Mortgage,Code Violations,888-456-0714,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"8545 N GLORIA AVE
LOS ANGELES, CA 91343
(34.22609, -118.480807)",18914
6109019043,12/10/2018,Single Family,1334 W 187TH PL,LOS ANGELES,CA,90248,15,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"1334 W 187TH PL
LOS ANGELES, CA 90248
(33.860539, -118.297326)",24685
2512020059,10/3/2018,Single Family,13221 W BOMBAY ST,LOS ANGELES,CA,91342,7,"CALIBER HOME LOANS, INC.",CHRISTINE CAYANAN,214-874-4174,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"13221 W BOMBAY ST
LOS ANGELES, CA 91342
(34.313737, -118.420622)",18912
5563023010,11/8/2018,Single Family,8781 W LOOKOUT MOUNTAIN AVE,HOLLYWOOD,CA,90046,4,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"8781 W LOOKOUT MOUNTAIN AVE
HOLLYWOOD, CA 90046
(34.109137, -118.384861)",23677
5472006039,10/31/2018,Single Family,3937 N VERDUGO VIEW DR,LOS ANGELES,CA,90065,1,Alliance Private Funding,Andrew Loeffler,951-741-0002,Alliance Private Funding,Andrew Loeffler,461  N Central AVE  Upland CA 91786,951-741-0002,"3937 N VERDUGO VIEW DR
LOS ANGELES, CA 90065
(34.117701, -118.226853)",24030
6022006033,5/10/2018,Single Family,145 E 77TH ST,LOS ANGELES,CA,90003,9,"Financial Freedom, a division of CIT bank.",Dan Stack,800-441-4428,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431,"145 E 77TH ST
LOS ANGELES, CA 90003
(33.96962, -118.272274)",22352
7459017015,12/11/2018,Single Family,1121 S DOLPHIN ST,SAN PEDRO,CA,90732,15,Flagstar BANK,Eric Moore,877-338-3791,Bron,Jessica Hamlet,41951   Remington AVE 150 Temecula CA 92590,951-291-3285,"1121 S DOLPHIN ST
SAN PEDRO, CA 90732
(33.73397, -118.306673)",3343
6075009014,10/12/2018,Single Family,11221 S SOUTHWEST BLVD,LOS ANGELES,CA,90044,8,Bank of America,Joan Duffy,818-285-5230,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"11221 S SOUTHWEST BLVD
LOS ANGELES, CA 90044
(33.932898, -118.289118)",23675
5054026002,5/24/2018,Non-Residential,01407  W 25TH ST,LOS ANGELES,CA,90007,8,Shellpoint Mortgage,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"01407 W 25TH ST
LOS ANGELES, CA 90007
(34.033664, -118.291936)",22724
2708023013,10/4/2018,Single Family,11069 N BAILE AVE,LOS ANGELES,CA,91311,12,"Dovenmuehle Mortgage, Inc.",n/a n/a,888-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"11069 N BAILE AVE
LOS ANGELES, CA 91311
(34.271721, -118.561441)",4284
5512009019,12/19/2018,Single Family,116 S GARDNER ST,LOS ANGELES,CA,90036,5,Mr. Cooper,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"116 S GARDNER ST
LOS ANGELES, CA 90036
(34.072965, -118.353205)",23667
6030012026,10/29/2018,Single Family,223 E 84TH ST,LOS ANGELES,CA,90003,9,DITECH FINANCIAL LLC,NICOLE ARRETCHE,877-272-2149,So Cal Inspectors,SUZANNE PHILLIPS,9525   Stewart and Gray ROAD  DOWNEY CA 90241,877-242-2149,"223 E 84TH ST
LOS ANGELES, CA 90003
(33.962824, -118.271018)",22352
5092015009,1/8/2018,Single Family,849 S 5TH AVE,LOS ANGELES,CA,90005,4,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"849 S 5TH AVE
LOS ANGELES, CA 90005
(34.05664, -118.317889)",22722
5483019005,12/26/2018,Single Family,6226 E BURWOOD AVE,LOS ANGELES,CA,90042,14,ABS REO Trust c/o Select Portfolio Servicing,SELECT Servicing,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"6226 E BURWOOD AVE
LOS ANGELES, CA 90042
(34.127595, -118.18377)",23673
2556003061,12/20/2018,Single Family,8006 W WENTWORTH ST,LOS ANGELES,CA,91040,7,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"8006 W WENTWORTH ST
LOS ANGELES, CA 91040
(34.266957, -118.307231)",3221
